String,Kind,Domains,ReadSites,StringVA
ParticleCap,tag,ra2|rules|ts|tsfs,0x64435e,0x837098
ParticleSystems,unclassified,,0x672a7a 0x672a9b 0x672aa8,0x83d100
Particles,unclassified,,0x672a0a 0x672a2b 0x672a38,0x83d0f4
ParticlesPerCoord,tag,ra2|rules|ts,0x6444a2,0x837020
Passengers,tag,ra2|rules|ts,0x714b3c,0x81bbd4
Passive,tag,ts,0x747821,0x845d7c
PathDelay,tag,ra2|rules|ts,0x6739f9,0x83d328
PatrolScan,tag,ra2|rules|ts,0x6739b2,0x83d344
PaveTile,tag,ra2|theater|ts,0x545606,0x829588
PavedRoadEnds,tag,ra2|theater|ts,0x5458c4,0x829410
PavedRoadSlopes,tag,ra2|theater|ts,0x5459b8,0x829388
PavedRoads,tag,ra2|theater|ts,0x5458a9,0x829420
PenetratesBunker,tag,rules,0x75d52f,0x847e08
Percent,tag,map,0x68a296 0x68b20e,0x83e09c
PercentAtMax,tag,ra2|rules,0x75d41e,0x847e84
PercentBuilt,tag,map,0x42ec04 0x42ed7f,0x8189a0
PermaControlledAnimationType,tag,rules,0x66ca4f,0x83aee0
PermaDisguise,tag,ra2|rules,0x714425,0x843c88
PhoneBook,unclassified,,0x698711 0x698761 0x698771 0x699396 0x699412,0x83f050
PhoneIndex,unclassified,,0x698219 0x6990c2,0x83f190
PhysicalSize,tag,ra2|rules|ts|tsfs,0x7124fe,0x8443c8
Pilot,tag,ra2|rules|ts,0x66fcc6,0x83c618
PingFail,unclassified,,0x7a16ea,0x84d498
PingPong,tag,art|ra2|ts,0x427f0b,0x8185d8
Pip,tag,ra2|rules|ts|tsfs,0x5240db,0x825a6c
PipScale,tag,ra2|rules|ts|tsfs,0x71411a,0x843e04
PipWrap,unclassified,,0x714180,0x843db8
PipsDrawForAll,tag,rules,0x714132,0x843df4
PistolTurretIndex,tag,ra2|rules,0x747c7d,0x845bdc
PistolTurretWeapon,tag,ra2|rules,0x747c8c,0x845bc8
PitchAngle,tag,ra2|rules,0x71236b,0x844470
PitchSpeed,tag,ra2|rules|ts,0x7123da,0x844458
PixelSelectionBracketDelta,tag,rules,0x714166,0x843dc0
PlaceAnywhere,tag,ra2|rules|ts|tsfs,0x460f0f,0x81a844
PlaceBeaconSound,tag,ra2|rules,0x669bb4,0x83a914
PlacementDelay,tag,ra2|rules|ts,0x66f200,0x83c8bc
Play,unclassified,,0x6bdf65 0x6bdfee,0x840be8
Player,tag,map,0x599854 0x6877d1 0x687883 0x68acbf 0x68b2af,0x82bfa4
PlayerAutoCrush,tag,ra2|rules|ts,0x66ce9d,0x83ad1c
PlayerControl,tag,map,0x500bbe 0x5012ec,0x824e28
PlayerFaction,unclassified,,0x764ec1 0x7654f6,0x84819c
PlayerJoined,tag,ra2|rules|ts,0x66a949,0x83a4f0
PlayerLeft,tag,ts,0x66a908,0x83a500
PlayerReturnFire,tag,ra2|rules|ts,0x66cebd,0x83ad08
PlayerScatter,tag,ra2|rules|ts,0x66cedd,0x83acf8
Players,tag,ra2|rules|ts,0x668a11 0x67225b,0x83a0bc
PnPAttachedTo,unclassified,,0x5bbaac,0x82ce94
Points,tag,map|ra2|rules|ts|tsfs,0x7149ae 0x778cb9 0x77a2c8,0x8439a8
Poison,tag,rules,0x75d7ed,0x847d58
Port,unclassified,,0x6984e7 0x6992cf,0x83f0d0
PortBase,unclassified,,0x52f5ad 0x69816f,0x826438
PortNumberOverride,unclassified,,0x560ba2 0x6981fe,0x82a2d4
PortPool,unclassified,,0x52f5c4 0x6981c1,0x826420
PoseDir,tag,ra2|rules|ts,0x669262,0x83abb8
PositionPerturbationCoefficient,tag,ra2|rules|ts,0x64450b,0x836fdc
PostClick,tag,ra2|rules,0x6ceb2f,0x8426b4
PostScore,tag,map,0x68a096 0x68b349,0x83e174
Power,tag,map|ra2|rules|ts|tsfs,0x461073 0x721b13,0x81938c
PowerEmergency,tag,ra2|rules|ts,0x673d57,0x83d1b8
PowerSurplus,tag,ra2|rules|ts,0x673a9d,0x83d2d0
Powered,tag,map|ra2|rules|ts|tsfs,0x45ffe8,0x81ae2c
PoweredSpecial,tag,rules,0x460002,0x81ae1c
PoweredUnit,tag,rules,0x713316,0x844158
PowersUnit,tag,rules,0x7132df,0x844164
PowersUpBuilding,tag,ts|tsfs,0x460e23,0x81a8b8
PowersUpToLevel,tag,ts|tsfs,0x460e73,0x81a8a8
PreClick,tag,ra2|rules,0x6ceb15,0x8426c0
PreDependent,tag,ra2|rules,0x6cec90,0x842670
PreMapSelect,tag,map,0x68a0b4 0x68b363,0x83e164
PreProductionAnim,tag,ts,0x46422c,0x819728
PreProductionAnimDamaged,unclassified,,0x46428a,0x81970c
PreProductionAnimGarrisoned,unclassified,,0x464324,0x8196f0
PreProductionAnimX,unclassified,,0x4643e3,0x8196dc
PreProductionAnimY,unclassified,,0x464400,0x8196c8
PreProductionAnimYSort,unclassified,,0x46443a,0x819694
PreProductionAnimZAdjust,tag,ts,0x46441d,0x8196ac
Prebuild,tag,ai|map|ra2|ts|tsfs,0x6f11d5 0x6f1653,0x843094
Prefix,tag,map|ra2|rules|ts,0x51195e,0x825494
Prerequisite,tag,mp|ra2|rules|ts|tsfs,0x7141ac,0x843da8
PrerequisiteBarracks,tag,ra2|rules|ts,0x66e890,0x83cbdc
PrerequisiteFactory,tag,ra2|rules|ts|tsfs,0x66e7fc,0x83cbf4
PrerequisiteOverride,tag,ra2|rules,0x714229,0x843d90
PrerequisitePower,tag,ra2|rules|ts,0x66e763,0x83cc08
PrerequisiteProc,tag,ra2|rules,0x66ea4a,0x83cba0
PrerequisiteProcAlternate,tag,rules,0x66f7a2,0x83c770
PrerequisiteRadar,tag,ra2|rules|ts,0x66e923,0x83cbc8
PrerequisiteTech,tag,ra2|rules|ts,0x66e9b7,0x83cbb4
PreventAttackMove,tag,ra2|rules,0x714994,0x8439b0
Preview.bin,file,,0x5bb4b2 0x5e840e,0x82cc50
Primary,tag,map|ra2|rules|ts|tsfs,0x7129c0,0x8442f8
PrimaryFireDualOffset,tag,art|ra2,0x461354,0x81a6a8
PrimaryFireFLH,tag,art|ra2|ts|tsfs,0x715da1,0x8432f8
PrimaryFirePixelOffset,tag,art|ra2|ts|tsfs,0x4612f5,0x81a6dc
PrintCRC,unclassified,,0x698c5a,0x83efdc
Priority,tag,ai|eva|map|ra2|sound|ts|tsfs,0x6f12dd 0x6f16f3 0x750609 0x75117b 0x752eb2,0x84301c
PrismSupportDelay,tag,ra2|rules,0x6711ab,0x83bbb8
PrismSupportDuration,tag,ra2|rules,0x6711cb,0x83bba0
PrismSupportHeight,tag,ra2|rules,0x6711eb,0x83bb8c
PrismSupportMax,tag,ra2|rules,0x67118c,0x83bbcc
PrismSupportModifier,tag,ra2|rules,0x671161,0x83bbdc
PrismType,tag,ra2|rules,0x67113d,0x83bbf4
PrivateKey,unclassified,,0x52a651 0x52a6ec,0x825c08
ProduceCashAmount,tag,map|ra2|rules,0x46016e,0x81ad44
ProduceCashDelay,tag,map|ra2|rules,0x460188,0x81ad30
ProduceCashStartup,tag,map|ra2|rules,0x460154,0x81ad58
Production,tag,ra2|rules|ts,0x6742ae,0x83d4f0
ProductionAnim,tag,art|ra2|ts,0x463d48,0x81987c
ProductionAnimDamaged,tag,art|ra2|ts,0x463da6,0x819864
ProductionAnimGarrisoned,unclassified,,0x463e40,0x819848
ProductionAnimX,tag,ts,0x463eff,0x819838
ProductionAnimY,tag,ts,0x463f1c,0x819828
ProductionAnimYSort,tag,art|ra2|ts,0x463f56,0x8197fc
ProductionAnimZAdjust,tag,art|ra2|ts,0x463f39,0x819810
ProgID,unclassified,,0x6bb808,0x840b24
Projectile,tag,map|ra2|rules|ts|tsfs,0x77298a,0x849268
ProneDamage,tag,ra2|rules|ts|tsfs,0x75d991,0x847ce8
ProtectWithWall,tag,ra2|rules,0x460272,0x81ac80
Proximity,tag,ra2|rules|ts|tsfs,0x46c0b7,0x81b0c0
PsiWarning,tag,art|ra2,0x427f3f,0x8185c4
Psychedelic,tag,rules,0x75d8ea,0x847d30
PsychicDamage,tag,ra2|rules,0x75d9c1,0x847cd8
PsychicDetectionRadius,tag,ra2|rules,0x460c39,0x81a960
PsychicDominatorActivateSound,tag,rules,0x669f4c,0x83a7dc
PsychicRevealActivateSound,tag,rules,0x669fcf,0x83a7a4
PsychicRevealRadius,tag,rules,0x66c65d,0x83b0a4
PsychicSensorDetectSound,unclassified,,0x66a4ce,0x83a600
PublicKey,unclassified,,0x52a633 0x52a716,0x825c14
PurifierBonus,tag,ra2|rules,0x66fc6a,0x83c62c
Pushy,unclassified,,0x71492c,0x8439e4
QUEUE,unclassified,,0x752e31,0x8467cc
QUEUED_INTERRUPT,unclassified,,0x752e8a,0x8467ac
QueueingCell,tag,art|ra2,0x461506,0x81a614
RA2.MIX,file,,0x5302cb,0x826674
RA2MD.INI,file,,0x52f593 0x560b70 0x5d8ff4 0x5d9366 0x5ee1b7 0x5fad19 0x698153 0x6990ab 0x699456 0x6bc0a7 0x77dfd7,0x826444
RA2MD.MIX,file,,0x5302a3,0x82667c
RADAR,unclassified,,0x475b00 0x47726f,0x81c014
RDRBEACN.SHP,file,,0x430a3a,0x818a30
RECORD.BIN,file,,0x6975ff,0x83eeac
RIGHT,unclassified,,0x5fa7b9,0x833210
RING,code,,0x5f2e36,0x832970
"RING
",unclassified,,0x5f2e48,0x832968
RING1,unclassified,,0x422cc6,0x8182f0
RMGLevelLightSettings,tag,ra2|rmg,0x59830d,0x82bd8c
RMGMD.INI,file,,0x5981fc,0x82bdcc
RMGMaximumTiberium,tag,ra2|rmg,0x5982e7,0x82bda4
RMGMinimumTiberium,tag,ra2|rmg,0x5982c8,0x82bdb8
RMGVegetationMaximums,tag,ra2|rmg,0x5983d8,0x82bd5c
RMGVegetationMinimums,tag,ra2|rmg,0x598372,0x82bd74
ROF,tag,map|ra2|rules|ts|tsfs,0x511a0c 0x66d2f0 0x77230f,0x825478
ROT,tag,ra2|rules|ts|tsfs,0x46bf2e 0x714b1b,0x81b164
RULESMD.INI,file,,0x52ce23 0x52cf38,0x826260
Ra2ts_l,unclassified,,0x52ba3f 0x531da3,0x825ce0
Ra2ts_s,unclassified,,0x52ba2d 0x531d9c,0x825ce8
RadApplicationDelay,tag,ra2|rules,0x66cfc9,0x83b31c
RadCannonTurretIndex,tag,ra2|rules,0x747d4a,0x845b08
RadCannonTurretWeapon,tag,ra2|rules,0x747d59,0x845af0
RadColor,tag,ra2|rules,0x66d0bd,0x83b2b4
RadDurationMultiple,tag,ra2|rules,0x66cfa9,0x83b330
RadLevel,tag,ra2|rules,0x7728da,0x849298
RadLevelDelay,tag,ra2|rules,0x66d008,0x83b300
RadLevelFactor,tag,ra2|rules,0x66d04f,0x83b2e0
RadLevelMax,tag,ra2|rules,0x66cfe8,0x83b310
RadLightDelay,tag,ra2|rules,0x66d028,0x83b2f0
RadLightFactor,tag,ra2|rules,0x66d076,0x83b2d0
RadSiteWarhead,tag,ra2|rules,0x66d0f6,0x83b2a4
RadTintFactor,tag,ra2|rules,0x66d09d,0x83b2c0
Radar,tag,ra2|rules|ts,0x45ff5a,0x81ae60
RadarColor,tag,ra2|rules|ts|tsfs,0x5fe93e 0x71e003,0x833528
RadarCombatFlashTime,tag,ra2|rules|ts,0x671999,0x83b738
RadarEventColorSpeed,tag,ra2|rules|ts,0x671aca,0x83b690
RadarEventDurations,tag,ra2|rules|ts,0x671a7f,0x83b6bc
RadarEventMinRadius,tag,ra2|rules|ts,0x671aab,0x83b6a8
RadarEventRotationSpeed,tag,ra2|rules|ts,0x6719e2,0x83b710
RadarEventSpeed,tag,ra2|rules|ts,0x6719bf,0x83b728
RadarEventSuppressionDistances,tag,ra2|rules|ts,0x671a0c,0x83b6f0
RadarEventVisibilityDurations,tag,ra2|rules|ts,0x671a46,0x83b6d0
RadarInvisible,tag,map|ra2|rules|ts|tsfs,0x5f946e,0x832b9c
RadarOff,tag,ra2|rules|ts,0x66ab23,0x83a4ac
RadarOn,tag,ra2|rules|ts,0x66aae1,0x83a4b8
RadarVisible,tag,rules,0x714ab8,0x843934
RadialColor,tag,ts|tsfs,0x5f9540,0x832b40
RadialFireSegments,tag,ra2|rules,0x7147bb,0x843ac0
Radiation,tag,ra2|rules,0x75d9ab,0x839e80
Radius,unclassified,,0x64511c,0x8371ec
RailgunDamageRadius,unclassified,,0x66bc24,0x83b270
RampBase,tag,ra2|theater|ts,0x54553d,0x8295dc
RampSmooth,tag,ra2|theater|ts,0x545564,0x8295d0
RandMap.Sed,unclassified,,0x597d8c 0x5b63f1 0x5b9aff 0x5b9be5 0x5b9cc3 0x5b9d2e 0x5b9d82 0x5bb2a5 0x5e5567 0x5e571f 0x5e85d1 0x5e867c 0x6951fc 0x69adf3 0x69ae76 0x780d98 0x7a24de 0x7a2542,0x82bc30
RandMap.img,unclassified,,0x553592 0x595c65 0x5960de 0x596219 0x596269 0x5b9b50 0x5b9c30 0x5b9edd 0x5e67b6 0x5e861a 0x5ed3bf 0x6ad9c8 0x6adaf6 0x6aeed4,0x829abc
RandomLoopDelay,tag,art|ra2|ts|tsfs,0x4280c3,0x818534
RandomMap,unclassified,,0x5961f4 0x597817 0x59782f 0x597847 0x59785f 0x597877 0x59788f 0x5978a7 0x5978bf 0x5978d7 0x5978ef 0x597907 0x59791f 0x597937 0x59794f 0x597967 0x59797f 0x597997 0x597b03 0x597b1e 0x597b34 0x597b4f 0x597b68 0x597b82 0x597b9d 0x597bb6 0x597bd0 0x597beb 0x597c04 0x597c1e 0x597c39 0x597c52 0x597c6c 0x597c87 0x597ca0 0x597e48 0x5c1415 0x5e6673,0x82bb24
RandomRate,tag,art|ra2|ts,0x42875a,0x818354
Range,tag,map|ra2|rules|sound|ts|tsfs,0x6cebee 0x7507fc 0x75127b 0x772329,0x842690
Ranged,tag,ra2|rules|ts|tsfs,0x46c0d5,0x81b0b8
Rank,unclassified,,0x778c89 0x77a299,0x849fc4
RankFail,unclassified,,0x7a1732,0x84d478
Ranking,unclassified,,0x68a74f 0x68a76b 0x68a785 0x68a7ae 0x68a7cd 0x68a7ec 0x68a80b 0x68b550 0x68b566 0x68b580 0x68b598 0x68b5ae 0x68b5c8 0x68b5e0,0x83dfc4
Rate,tag,art|ra2|rules|ts|tsfs,0x427f68 0x4f2e8c 0x5b38ac,0x8185a4
RateDown,tag,rules,0x71406b,0x843e28
RateUp,tag,rules,0x714051,0x843e34
RatioAITriggerTeam,unclassified,,0x500d18,0x824e14
RatioTeamAircraft,unclassified,,0x500d31,0x824e00
RatioTeamInfantry,unclassified,,0x500d44,0x824dec
RatioTeamUnits,unclassified,,0x500d5d,0x824ddc
ReadinessReductionMultiplier,unclassified,,0x7148e0,0x843a08
RechargeTime,tag,map|ra2|rules|ts|tsfs,0x6ced60,0x842634
Recoilless,tag,art|ra2|ts,0x461119,0x81a78c
Recruitable,tag,ra2|rules|ts,0x5b3804,0x82c2a4
Recruiter,tag,ai|map|ra2|ts|tsfs,0x6f1241 0x6f1629,0x843060
Red,tag,map|ra2|rules|ts,0x68a871 0x68b62f,0x820538
RedTint,unclassified,,0x5998b3,0x82bf80
Refinery,tag,ra2|rules|ts,0x460a5b,0x81aa5c
RefineryLimit,tag,ra2|rules|ts,0x673b04,0x83d2a4
RefineryRatio,tag,ra2|rules|ts,0x673ae4,0x83d2b4
RefinerySmokeFrames,tag,rules,0x4601d6,0x81acf0
RefinerySmokeOffsetFour,tag,rules,0x713f08,0x843ed4
RefinerySmokeOffsetOne,tag,rules,0x713e93,0x843f20
RefinerySmokeOffsetThree,tag,rules,0x713ee5,0x843eec
RefinerySmokeOffsetTwo,tag,rules,0x713eba,0x843f08
RefinerySmokeParticleSystem,tag,rules,0x713bcd,0x843fbc
RefundPercent,tag,ra2|rules|ts,0x670d90,0x83be04
RegPath,unclassified,,0x785633,0x84a944
RegionSize,unclassified,,0x5978d2 0x597bcb,0x82bbbc
Reinforce,tag,ai|map|ra2|ts|tsfs,0x6f11f3 0x6f1665,0x843088
RejoinTeamIfLimboed,tag,ra2|rules,0x7142ce,0x843d60
RelaxedStray,tag,ra2|rules,0x670eaa,0x83bda0
Reload,tag,ts,0x714871,0x843a5c
ReloadIncrement,unclassified,,0x7148a5,0x843a40
ReloadRate,tag,ra2|rules|ts,0x670c86,0x83be6c
Remapable,tag,art|ra2|ts|tsfs,0x7158c5,0x843398
RepairBay,tag,ra2|rules|ts,0x66f362,0x83c818
RepairBridgeSound,tag,rules,0x669f0a,0x83a7fc
RepairDelay,tag,ra2|rules|ts,0x66d321,0x83b3ec
RepairPercent,tag,ra2|rules|ts,0x670db7,0x83bdf4
RepairRate,tag,ra2|rules|ts,0x670e1d,0x83bdd0
RepairSell,tag,ra2|rules|ts,0x6742ee,0x83d4e4
RepairStep,tag,ra2|rules|ts,0x670dd6,0x83bde8
RepairTurretIndex,tag,ra2|rules,0x747c02,0x845c58
RepairTurretWeapon,tag,ra2|rules,0x747c11,0x845c44
Repairable,tag,ra2|rules|ts,0x714a84,0x843950
Repeat,tag,ra2|theme|ts|tsfs,0x72052d,0x844740
Report,tag,art|map|ra2|rules|ts|tsfs,0x42839a 0x772372,0x818410
RequiredForRMG,tag,ra2|theater|ts,0x5461a7,0x8291f8
RequiredHouses,tag,ra2|rules,0x714529,0x843bb4
RequiresStolenAlliedTech,tag,ra2|rules,0x71450f,0x843bc4
RequiresStolenSovietTech,tag,ra2|rules,0x7144f7,0x843be0
RequiresStolenThirdTech,tag,rules,0x7144db,0x843bfc
ReselectIfLimboed,tag,ra2|rules,0x7142b4,0x843d74
ResourceDestination,tag,rules,0x7143f1,0x843ca4
ResourceGatherer,tag,rules,0x7143d7,0x843cb8
Resources,unclassified,,0x597992 0x597c9b,0x82bb5c
Retaliate,tag,ra2|rules|ts,0x5b3856,0x82c28c
RevealByHeight,unclassified,,0x66eaf0,0x83cb80
RevealOnFire,tag,ra2|rules,0x772189,0x8494e0
RevealToAll,tag,ra2|rules,0x71438b,0x843ce4
RevealTriggerRadius,tag,ra2|rules|ts,0x671829,0x83b83c
Reverse,tag,art|ts,0x427f25,0x8185d0
Rocker,tag,ra2|rules|ts,0x75d5b1,0x847de8
Rocks,tag,ra2|theater|ts,0x5459ee,0x829370
RollAngle,unclassified,,0x7123a2,0x844464
RoofDeployingAnim,tag,art|ra2,0x45f3fa,0x81947c
RotCount,unclassified,,0x7158a1,0x8433a4
Rotates,tag,art|ra2|ts,0x46c260,0x81b05c
Rotors,unclassified,,0x41ccbc,0x818020
RoughGround,tag,ra2|theater|ts,0x5458fa,0x8293fc
RoughTile,tag,ra2|theater|ts,0x5455b5,0x8295ac
Rubble,unclassified,,0x45f65d,0x819458
Ruggedness,unclassified,,0x5978ea 0x597be6,0x82bbb0
RunningFrames,tag,art|ra2|ts,0x428303,0x818438
Russian,tag,eva|ra2,0x752f87,0x846790
SAM,code,,0x460a0d,0x81aa88
SAVEGAME.NET,unclassified,,0x559cc6 0x559efa,0x820dac
SBarrelLength,tag,ts,0x715e59,0x8432b0
SBarrelThickness,unclassified,,0x715e7d,0x84329c
SCEN,code,,0x6c7363,0x8420ac
SCORE,unclassified,,0x5c9b70 0x68cd8a 0x6c9357,0x82febc
SDSC,code,,0x76ad9f 0x76aef0,0x848cd8
SHRT,code,,0x6c71b5,0x8420e4
SIDEFNT3.PAL,file,,0x5d2f01 0x68cda8,0x830630
SKU,code,,0x7856b7 0x7862f5 0x78643f,0x84a940
SOUNDMD.INI,file,,0x52c6df,0x825e50
SOUNDS,unclassified,,0x76c4d9,0x848e04
SOV,code,,0x7af311,0x84d780
SPED,code,,0x6c770a,0x842074
SPID,code,,0x6c7517,0x84208c
SPLDBR.SHP,file,,0x6847eb,0x83da40
STANDARD,unclassified,,0x752e50,0x8467c0
SUN.EXE,file,,0x67cfee,0x83d5bc
SUN.HLP,unclassified,,0x77688e 0x7768d7,0x849e2c
SUPR,code,,0x6c71ef,0x8420dc
SabotageCursor,tag,ra2|rules,0x7721bd,0x8494c4
SandTile,tag,ra2|theater|ts,0x5455d0,0x8295a0
SavourDelay,tag,ra2|rules|ts,0x66b48b,0x83a300
Scalable,tag,ra2|rules,0x46c1bf,0x81b064
Scatter,tag,ra2|rules|ts,0x5b3881 0x67432d,0x82c284
ScatterSound,tag,ra2|rules|ts,0x66ae78,0x83a40c
ScenIndex,unclassified,,0x697f40 0x698fb9,0x83efc4
Scenario,tag,battle|mapsel|ra2|ts|tsfs,0x46cd38 0x5cf9ca 0x7204f9,0x81b1bc
ScoldSound,tag,ra2|rules|ts,0x66abe8,0x83a48c
Scorch,tag,art|ra2|ts,0x427ea3,0x8185fc
Scorches,tag,ra2|rules|ts,0x66bc8b,0x83b238
Scorches1,tag,ra2|rules|ts,0x66bd8e,0x83b22c
Scorches2,tag,ra2|rules|ts,0x66be91,0x83b220
Scorches3,tag,ra2|rules|ts,0x66bf93,0x83b214
Scorches4,tag,ra2|rules|ts,0x66c096,0x83b208
Score,unclassified,,0x49c2f2,0x81f194
Score1,unclassified,,0x49c408 0x49ca1b,0x81f12c
Score2,unclassified,,0x49c422 0x49ca34,0x81f124
ScoreAnimSound,tag,ra2|rules,0x669610,0x83aab4
ScoreVolume,unclassified,,0x5faa93 0x5faedb,0x83309c
ScrapVoxelDebris,tag,ra2|rules|ts,0x66f116,0x83c930
ScreenHeight,unclassified,,0x5fa8c9 0x5fae67 0x6bc128,0x833150
ScreenWidth,unclassified,,0x5fa8b3 0x5fae4d 0x6bc108,0x833168
Script,tag,ai|map|ra2|ts|tsfs,0x6f148e 0x6f182b,0x817348
ScriptTypes,unclassified,,0x69197d 0x69199a 0x6919b3,0x83e728
ScrollMethod,unclassified,,0x5fa6f4 0x5fad87,0x833280
ScrollMultiplier,tag,ra2|rules|ts,0x66a6ad,0x83a588
ScrollRate,unclassified,,0x5fa71d 0x5fada1,0x833260
Scrollbar,unclassified,,0x60e728 0x61bcba,0x8357b0
SecondSpawnOffset,tag,art,0x71602e,0x8431d8
Secondary,tag,map|ra2|rules|ts|tsfs,0x7129ed,0x8442ec
SecondaryFire,tag,art,0x524705,0x825680
SecondaryFireFLH,tag,art|ra2|ts|tsfs,0x715e1e,0x8432c0
SecondaryFirePixelOffset,unclassified,,0x461326,0x81a6c0
SecondaryProne,tag,art,0x524721,0x825670
SecretBuilding,tag,map,0x46064b,0x81abd4
SecretBuildings,tag,rules,0x66fa87,0x83c720
SecretHouses,tag,rules,0x714543,0x843ba4
SecretInfantry,tag,rules,0x4605cd 0x66fa25,0x81abf0
SecretLab,tag,rules,0x4609bf,0x81aaa0
SecretUnit,unclassified,,0x460618,0x81abe4
SecretUnits,tag,rules,0x66fa54,0x83c730
Seed,unclassified,,0x597872 0x597b63,0x82bbd0
SelectSound,unclassified,,0x4f39a5 0x4f39f1,0x8242fc
SelectVQ,unclassified,,0x4f33ae,0x8242a4
Selectable,tag,ra2|rules|ts|tsfs,0x5f948c,0x832b90
SelfHealInfantryAmount,tag,rules,0x66e705,0x83cc44
SelfHealInfantryFrames,tag,rules,0x66e6eb,0x83cc5c
SelfHealUnitAmount,tag,rules,0x66e738,0x83cc1c
SelfHealUnitFrames,tag,rules,0x66e71f,0x83cc30
SelfHealing,tag,ra2|rules|ts|tsfs,0x714ad9,0x843928
SellBack,tag,ra2|rules|ts,0x6743ac,0x83d4c0
SellSound,tag,ra2|rules|ts,0x66a73c,0x83a564
SendDelay,unclassified,,0x560b85 0x6981e8,0x82a2e8
SensorArray,tag,ra2|rules|ts,0x460c00,0x81a98c
Sensors,tag,ra2|rules|ts|tsfs,0x714003,0x843e58
SensorsSight,tag,ra2|rules,0x7142e8,0x843d50
SeparateAircraft,tag,ra2|rules|ts,0x670b6c,0x83bf04
Sequence,tag,art|ra2|ts|tsfs,0x523d1b,0x8258e8
Serial,unclassified,,0x5dc245,0x8313a8
SerialDefaults,unclassified,,0x69849e 0x6984ec 0x698502 0x69851e 0x69853a 0x698556 0x698585 0x6985e3 0x6985f4 0x698622 0x699206 0x699226 0x69923e 0x69925b 0x699282 0x69929a 0x6992b7 0x6992d4 0x6992f1 0x69930e 0x69932e,0x83f0d8
Server,unclassified,,0x778829 0x778bad 0x77a1b0,0x849f84
SetName,tag,ra2|theater|ts,0x5460b6,0x82927c
Shadow,tag,art|ra2|rules|ts|tsfs,0x427d33 0x46c053,0x818660
ShadowCaster,tag,ts,0x5461fe,0x8291c4
ShadowGrow,tag,ra2|rules|ts,0x67204b,0x83d020
ShadowIndex,tag,art|ra2|ts,0x715931,0x843380
ShadowTiles,tag,ts,0x54623e,0x8291b8
ShakeScreen,tag,ra2|rules|ts,0x66a6cd,0x83a57c
ShakeXhi,tag,ra2|rules,0x75da47,0x847c9c
ShakeXlo,tag,ra2|rules,0x75da2d,0x847ca8
ShakeYhi,tag,ra2|rules,0x75da7b,0x847c84
ShakeYlo,tag,ra2|rules,0x75da5d,0x847c90
ShareBarrelData,unclassified,,0x74b268,0x845ebc
ShareBodyData,unclassified,,0x74b240,0x845edc
ShareSource,tag,ra2|rules|ts,0x74b4b9,0x845e94
ShareTurretData,tag,ra2|rules|ts,0x74b255,0x845ecc
ShellButtonSlideSound,tag,ra2|rules,0x66af8d,0x83a3d8
ShipSinkingWeight,tag,ra2|rules,0x66f16c,0x83c90c
Shipyard,tag,ra2|rules,0x66f59e,0x83c7d0
ShockTurretIndex,tag,ra2|rules,0x747ccf,0x845b8c
ShockTurretWeapon,tag,ra2|rules,0x747cde,0x845b78
ShorePieces,tag,ra2|theater|ts,0x54572f,0x8294ec
ShortGame,tag,ra2|rules,0x672188 0x697fb4 0x699005,0x83cfa8
Shortcut,unclassified,,0x4f3939,0x824308
ShouldFogRemove,tag,art|ra2|ts,0x4282cb,0x818458
ShouldUseCellDrawer,tag,art|ra2|ts,0x4286df,0x818390
ShowAll,unclassified,,0x77df43 0x77e05c,0x84a500
ShowHidden,unclassified,,0x5fa840 0x5fae20,0x8331a8
ShowOccupantPips,unclassified,,0x460106,0x81ad98
ShowTimer,tag,ra2|rules,0x6ceb45,0x8426a8
ShrapnelCount,tag,ra2|rules,0x46c319,0x81b02c
ShrapnelWeapon,tag,ra2|rules,0x46c2ec,0x81b03c
Shroud,tag,ra2|rules,0x67206b,0x83d018
ShroudGrow,tag,ra2|rules|ts,0x66a686,0x83a59c
ShroudRate,tag,ra2|rules|ts,0x66b4b1,0x83a2f4
Side,tag,map|ra2|rules|ts,0x512096 0x69832b 0x699174 0x720547,0x817334
SideBar,unclassified,,0x7687f6,0x848ad4
SideBarSize,unclassified,,0x7683ab,0x848b18
SideEx,unclassified,,0x69834c 0x69918c,0x83f148
SidebarCameoText,unclassified,,0x5fa7d7 0x5fadeb,0x8331ec
SidebarImage,tag,ra2|rules|ts|tsfs,0x6ceda9,0x842624
Siege,unclassified,,0x5d7da0,0x830bec
Sight,tag,map|ra2|rules|ts|tsfs,0x71429a,0x843d88
SiloDamage,tag,art|ra2|ts,0x461170,0x81a780
SilverCrate,tag,ra2|rules|ts,0x66bb35,0x83ac24
SinkingSound,tag,ra2|rules,0x6699a7 0x712fb0,0x83a9b4
Size,tag,map|ra2|rules,0x4aceac 0x4ad82d 0x5997e3 0x6418f3 0x641b2f 0x68746f 0x71251f 0x76835a,0x820178
SizeLimit,tag,ra2|rules,0x712540,0x8443bc
SkipMapSelect,tag,map,0x68a200 0x68b190,0x83e0e0
SkipScore,tag,map,0x68a1c4 0x68b15c,0x83e0fc
Skirmish,unclassified,,0x698441 0x6991c5,0x83f104
SlaveMinerDeploySound,tag,rules,0x669e03,0x83a854
SlaveMinerKickFrameDelay,tag,rules,0x670357,0x83c240
SlaveMinerLongScan,tag,rules,0x670317,0x83c278
